"id","code","name","user_type_id:id","reconcile","chart_template_id:id"
"t742",742,"Hizmet Üretim Maliyeti Fark Hesapları","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t750",750,"Araştırma ve Geliştirme Giderleri","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t751",751,"Araştırma ve Geliştirme Giderleri Yansıtma Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t752",752,"Araştırma ve Geliştirme Giderleri Farkları","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t760",760,"Pazarlama Satış ve Dağıtım Giderleri","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t761",761,"Pazarlama Satış Ve Dagıtım Giderleri Yansıtma Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t762",762,"Pazarlama Satış Ve Dağıtım Giderleri Fark Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t770",770,"Genel Yönetim Giderleri","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t771",771,"Genel Yönetim Giderleri Yansıtma Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t772",772,"Genel Yönetim Gider Farkları Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t780",780,"Finansman Giderleri","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t781",781,"Finansman Giderleri Yansıtma Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
"t782",782,"Finansman Giderleri Fark Hesabı","account.data_account_type_expenses","FALSE","l10n_tr_chart.tr_chart_template"
